_id,id,device_id,record_oid,count_start_date,count_end_date,average_daily_car_traffic,average_daily_bike_traffic,counter_number,counter_type,speed_limit,max_speed,median_speed,percent_over_limit,speed85_percent,speed95_percent,longitude,latitude,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone
1156,710660947,391,1065696916,4/28/2021,5/6/2021,3834,,1,StatTrak,25,75,25,47,30,33,-79.92831365,40.45769213,Shadyside,8,7,42003070500,2,7,4,11-Mar
1157,869990233,392,116450044,4/28/2021,5/6/2021,7572,,2,StatTrak,25,81,23,24,27,29,-79.93530005,40.4533723,Shadyside,8,7,42003070300,2,7,4,22-Mar
1158,566900803,393,1170781399,4/28/2021,5/6/2021,3738,,3,StatTrak,25,64,25,45,29,32,-79.94394699,40.45062781,Shadyside,8,7,42003070900,2,7,4,9-Feb
1189,578171830,394,1979412300,4/28/2021,5/6/2021,8025,,4,StatTrak,25,62,26,59,31,35,-80.02505029,40.39493174,Brookline,4,19,42003191800,5,19,6,26-Apr
1190,1417086478,395,290367959,4/28/2021,5/6/2021,8498,,5,StatTrak,25,74,30,89,34,37,-80.02114767,40.39911595,Brookline,4,19,42003191900,5,19,6,26-Apr
1191,1513188293,396,1486881228,4/28/2021,5/6/2021,7903,,6,StatTrak,25,103,35,96,40,43,-80.01517188,40.40466808,Brookline,4,19,42003191700,5,19,6,26-Apr
1222,1807120511,397,459231747,5/11/2021,5/19/2021,2421,,2,StatTrak,25,74,27,57,33,37,-79.89826109,40.4533888,Homewood South,9,13,42003130300,2,13,5,17-Mar
1223,351053814,398,87221602,5/11/2021,5/19/2021,1670,,3,StatTrak,25,57,21,18,26,30,-79.89498603,40.46102413,Homewood North,9,13,42003130200,2,13,5,17-Mar
1224,875500968,399,698383717,5/11/2021,5/19/2021,4184,,4,StatTrak,25,84,34,96,38,,-80.02979687,40.49442341,,,,42003429700,,,,
1225,603379701,400,1486294292,5/11/2021,5/19/2021,937,,5,StatTrak,25,57,26,55,31,,-80.00480112,40.48540553,Summer Hill,1,26,42003261200,1,26,1,15-Jan
1226,504395374,401,1119323351,5/11/2021,5/19/2021,2523,,6,StatTrak,25,25,24,39,29,,-79.99150951,40.46208233,Spring Hill-City View,1,24,42003262000,1,24,1,24-Jan
1255,1537413465,402,1787290229,5/25/2021,,,,1,StatTrak,25,,,,,,-79.89581215,40.45843232,Homewood North,9,13,42003130200,2,13,5,17-Mar
1288,1167043215,403,1466393598,5/21/2021,,,,6,StatTrak,25,,,,,,-79.89716181,40.47021554,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar
1289,1085928260,404,946266285,5/21/2021,,,,4,StatTrak,25,,,,,,-79.87166582,40.45470922,East Hills,9,13,42003130600,2,13,5,19-Mar
1290,1689187063,405,1747490015,5/21/2021,,,,3,StatTrak,25,,,,,,-79.86931821,40.45070309,East Hills,9,13,42003130600,2,13,5,19-Mar
1291,1388421819,406,1886843630,5/21/2021,,,,1,StatTrak,25,,,,,,-79.99063981,40.38631266,Carrick,4,29,42003290400,3,29,3,23-Apr
1292,1427370645,407,2052848618,5/21/2021,,,,5,StatTrak,25,,,,,,-79.89379431,40.46115952,Homewood North,9,13,42003130100,2,13,5,17-Mar
1321,434083600,408,1452803107,6/3/2021,6/11/2021,2465,,6,StatTrak,25,67,27,61,33,38,-79.86962776,40.45418533,East Hills,9,13,42003130600,2,13,5,19-Mar
1322,758271465,409,175878135,6/3/2021,6/11/2021,654,,5,StatTrak,25,58,23,31,28,31.65,-79.9083819,40.46278312,Larimer,9,12,42003120400,2,12,5,12-Mar
1323,564617016,410,1853670524,6/3/2021,,2807,,4,StatTrak,25,76,28,69,33,36,-79.9129657,40.46380122,Larimer,9,12,42003120800,2,12,5,12-Mar
1324,1821807873,411,71269012,6/3/2021,6/11/2021,623,,3,StatTrak,25,39,16,3,20,24,-79.92919551,40.45265715,Shadyside,8,7,42003070500,2,7,4,11-Mar
1325,284761113,412,1486633590,6/3/2021,6/11/2021,2585,,2,StatTrak,25,57,23,28,27,30,-79.96551908,40.44081815,West Oakland,6,4,42003040200,3,4,4,10-Feb
1326,95491588,413,1333913708,6/3/2021,6/11/2021,3621,,1,StatTrak,25,63,28,70,32,36,-79.99759863,40.42470702,Mount Washington,3,18,42003180700,5,18,3,5-Apr
1354,1925644354,414,73977255,6/29/2021,7/7/2021,,,6,StatTrak,25,48,28,73,33,37,-79.87988603,40.45069498,East Hills,9,13,42003130600,2,13,5,17-Mar
1355,442888756,415,1668923437,6/15/2021,6/23/2021,1817,,6,StatTrak,25,59,23,25,27,30,-79.9804392,40.42437344,South Side Slopes,3,17,42003170600,3,17,3,3-Apr
1356,1051538241,416,22306407,6/28/2021,7/7/2021,,,2,StatTrak,25,42,21,23,27,31,-79.93547054,40.46395905,Bloomfield,9,8,42003080700,2,8,5,23-Mar
1357,485111600,417,623157968,6/28/2021,7/7/2021,,,1,StatTrak,25,,,,,,-80.01344177,40.4325183,Mount Washington,2,19,42003190300,5,19,3,1-Apr
1358,1473613946,418,304282221,6/28/2021,7/7/2021,,,3,StatTrak,25,56,23,33,29,34,-79.89124594,40.46468598,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar
1359,1378242439,419,530061422,6/28/2021,7/7/2021,,,4,StatTrak,25,63,29,72,36,40,-79.87917919,40.45205265,East Hills,9,13,42003130600,2,13,5,17-Mar
1360,293756163,420,1730012022,6/28/2021,7/7/2021,,,5,StatTrak,25,36,20,6,23,26,-79.88106721,40.45120513,East Hills,9,13,42003130600,2,13,5,17-Mar
1361,5216219,421,1382452398,6/29/2021,7/7/2021,5605,,7,StatTrak,25,75,29,77,33,36,-79.92671506,40.42595842,Greenfield,5,15,42003151700,3,15,4,15-Feb
1362,1376631013,422,651815798,6/29/2021,7/7/2021,,,5,StatTrak,25,47,23,24,27,29,-79.92642663,40.43678189,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb
1363,1671608614,423,1290715814,6/15/2021,6/23/2021,809,,1,StatTrak,25,38,17,2,21,23,-80.01019315,40.45780138,Central Northside,6,25,42003250300,1,25,1,21-Jan
1364,1101807875,424,1231032838,6/15/2021,6/23/2021,,,1,StatTrak,25,51,26,53,29,32,-80.00797228,40.45910547,Central Northside,6,25,42003250900,1,25,1,10-Jan
1365,1214039853,425,1941456903,6/15/2021,6/23/2021,,,3,StatTrak,25,72,29,79,33,37,-79.92075284,40.47040848,Highland Park,7,11,42003110200,2,11,5,9-Mar
1366,257117947,426,129119643,6/15/2021,6/23/2021,,,5,StatTrak,15,62,21,13,25,28,-79.89558291,40.45338614,Homewood South,9,13,42003130300,2,13,5,17-Mar
1367,464876196,427,325746791,6/15/2021,6/23/2021,,,4,StatTrak,15,57,21,17,26,29,-79.8940004,40.45287589,Homewood South,9,13,42003130300,2,13,5,17-Mar
1387,618384995,428,,,,,,,,,,,,,,-80.01334332,40.43317131,Mount Washington,2,19,42003190300,5,19,3,1-Apr
1388,1140544457,429,1023986428,7/9/2021,7/19/2021,910,,2,StatTrak,25,51,23,29,28,30,-79.94042785,40.46103362,Bloomfield,7,8,42003080600,2,8,5,23-Mar
1389,742131013,430,1933384987,7/9/2021,7/19/2021,271,,3,StatTrak,25,39,20,10,25,27,-79.95300464,40.46517311,Bloomfield,7,9,42003090300,2,9,5,6-Mar
1390,368912259,431,1965316306,7/9/2021,7/19/2021,3454,,4,StatTrak,25,51,23,31,28,32,-79.95589338,40.46623117,Central Lawrenceville,7,9,42003090200,2,9,2,3-Mar
1391,1374032413,432,,,,,,,,,,,,,,-79.98468254,40.46164703,Troy Hill,1,24,42003240600,1,24,1,2-Jan
1392,112611055,433,,,,,,,,,,,,,,-79.99026664,40.46542949,Spring Hill-City View,1,24,42003262000,1,24,1,11-Jan
1393,1132416719,434,,,,,,,,,,,,,,-80.00907404,40.49719598,Summer Hill,1,26,42003261200,1,26,1,15-Jan
1394,1037219067,435,,,,,,,,,,,,,,-80.03777058,40.48255664,Brighton Heights,1,27,42003270100,1,27,1,14-Jan
1420,1329604877,436,1001258944,7/21/2021,,,,2,StatTrak,25,,,,,,-79.96037954,40.4550574,Upper Hill,6,5,42003050600,3,5,2,22-Feb
1421,704127706,437,1832664152,7/21/2021,,,,3,StatTrak,25,,,,,,-79.96677427,40.45014681,Middle Hill,6,5,42003050100,3,5,2,5-Feb
1422,1814538648,438,1741898762,7/21/2021,,,,4,StatTrak,25,,,,,,-79.98065059,40.44082605,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb
