_id,id,device_id,record_oid,count_start_date,count_end_date,average_daily_car_traffic,average_daily_bike_traffic,counter_number,counter_type,speed_limit,max_speed,median_speed,percent_over_limit,speed85_percent,speed95_percent,longitude,latitude,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone
235,1084152705,230,1951529248,1/23/2020,1/31/2020,1036,,4,StatTrak,25,,20,14,25,29,-79.92426331,40.43582877,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb
236,422288517,231,1246031363,1/23/2020,1/31/2020,463,,2,StatTrak,25,,27,62,32,36,-79.91769609,40.4248555,Squirrel Hill South,5,14,42003141400,3,14,4,21-Feb
265,2109407346,232,2062678770,1/17/2020,1/24/2020,1328,,5,StatTrak,25,,28,73,32,35,-80.01226277,40.4851894,Perry North,1,26,42003260700,1,26,1,15-Jan
298,373163087,233,411197110,2/5/2020,2/13/2020,223,,4,StatTrak,25,,20,14,25,32,-79.92337727,40.42157076,Squirrel Hill South,5,14,42003141400,3,14,4,15-Feb
299,1908186545,234,895575392,2/5/2020,2/13/2020,1446,,Check Radar,StatTrak,25,,28,72,32,35,-80.02501879,40.41892104,Beechview,4,19,42003191600,5,19,6,28-Apr
300,1153517202,235,,,,,,,,,,,,,,-79.97892764,40.4227748,South Side Slopes,3,17,42003170600,3,17,3,3-Apr
301,1073085531,236,1359349771,12/3/2020,12/11/2020,871,,2,StatTrak,20,,18,3,21,24,-79.97155373,40.42283983,South Side Slopes,3,16,42003160800,3,16,3,22-Apr
302,1471518402,237,427738533,2/5/2020,2/13/2020,2224,,3,StatTrak,25,,28,73,32,35,-79.9773935,40.41781495,Arlington,3,16,42003160800,3,16,3,22-Apr
303,1425434092,238,821450226,2/5/2020,2/13/2020,2347,,1,StatTrak,25,,25,50,30,34,-79.97419563,40.41728605,Arlington,3,16,42003561600,3,16,3,22-Apr
304,695774116,239,1866996667,2/5/2020,2/13/2020,868,,2,StatTrak,25,,21,13,25,29,-79.99004485,40.38951511,Carrick,4,29,42003290400,3,29,3,23-Apr
331,757372218,240,86803959,2/14/2020,2/22/2020,5357,,5,StatTrak,25,,29,78,35,39,-79.89986633,40.45821247,Homewood North,9,13,42003130300,2,13,5,17-Mar
364,1674924052,241,661669417,2/14/2020,2/22/2020,6446,,6,StatTrak,25,,31,87,36,40,-79.90015639,40.45728166,Homewood South,9,13,42003130300,2,13,5,17-Mar
365,1968083477,242,1451739989,2/14/2020,2/22/2020,3819,,1,StatTrak,25,,24,37,29,32,-79.90118099,40.45542852,Homewood South,9,13,42003130300,2,13,5,17-Mar
366,1206641937,243,1116951503,2/14/2020,2/22/2020,2253,,3,StatTrak,25,,29,75,34,38,-79.90102988,40.45638085,Homewood South,9,13,42003130300,2,13,5,17-Mar
367,1624270451,244,1558284736,2/14/2020,2/22/2020,2651,,4,StatTrak,25,,30,81,36,39,-79.89907723,40.45228261,Point Breeze North,9,14,42003140500,2,14,4,14-Mar
368,1788338498,245,1524542857,2/14/2020,2/22/2020,7277,,2,StatTrak,25,,32,95,37,41,-79.89358943,40.44935164,Point Breeze North,9,14,42003140500,2,14,4,14-Mar
397,412595515,246,168158378,3/3/2020,3/11/2020,,,1,StatTrak,25,,,,,,-79.91486777,40.45162043,Point Breeze,8,14,42003140400,3,14,4,17-Feb
398,188614060,247,1949557608,3/3/2020,3/11/2020,,,2,StatTrak,25,,,,,,-79.91212119,40.4493181,Point Breeze,8,14,42003140400,3,14,4,17-Feb
399,149692142,248,485207398,3/3/2020,3/11/2020,,,4,StatTrak,25,,,,,,-79.90885425,40.44824039,Point Breeze,8,14,42003140600,3,14,4,14-Mar
400,1831921949,249,503027751,3/3/2020,3/11/2020,1671,,6,StatTrak,25,,29,,35,,-79.90204144,40.44799545,Point Breeze,9,14,42003140600,3,14,4,14-Mar
401,1071105336,250,1587325508,3/4/2020,3/12/2020,,,5,StatTrak,,,,,,,-79.97607339,40.41703426,Arlington,3,16,42003561600,3,16,3,22-Apr
402,211740980,251,1468820472,3/4/2020,3/12/2020,,,3,StatTrak,,,,,,,-79.97599721,40.417567,South Side Slopes,3,16,42003160800,3,16,3,22-Apr
430,1569746323,252,2083972553,3/19/2020,3/27/2020,,,6,StatTrak,,,,,,,-79.94855466,40.46222049,Bloomfield,7,8,42003080900,2,8,5,6-Mar
431,181242809,253,1002358491,3/19/2020,3/27/2020,,,2,StatTrak,,,,,,,-79.94829475,40.46510432,Bloomfield,7,9,42003080900,2,9,5,6-Mar
432,1191932721,254,876365385,3/19/2020,3/27/2020,,,5,,,,,,,,-79.97917022,40.42216775,South Side Slopes,3,17,42003170600,3,17,3,3-Apr
433,1613398642,255,97073868,3/19/2020,3/27/2020,,,3,StatTrak,,,,,,,-80.00249215,40.42253654,Mount Washington,3,18,42003180700,5,18,3,5-Apr
434,1120210172,256,1974939792,3/19/2020,3/27/2020,,,1,StatTrak,,,,,,,-80.02134971,40.45876079,California-Kirkbride,6,21,42003250700,1,21,1,9-Jan
435,1498975372,257,1295352317,3/19/2020,3/27/2020,,,4,StatTrak,,,,,,,-80.01060446,40.47058702,Perry South,6,26,42003261400,1,26,1,23-Jan
463,1789153149,258,1003248000,8/21/2020,8/31/2020,3702,,#2,StatTrak,25,,33,97,38,41,-79.9193171,40.4210525,Squirrel Hill South,5,14,42003141400,3,14,4,15-Feb
464,1476877637,259,264167988,8/21/2020,8/28/2020,175,,#1,StatTrak,,,23,,29,32,-79.91485617,40.43550166,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb
465,793543075,260,1597773420,9/2/2020,9/10/2020,346,,#1,StatTrak,,,21,,26,29,-79.92116942,40.47357505,Highland Park,7,11,42003110200,2,11,5,9-Mar
466,1599865645,261,830991831,9/2/2020,9/10/2020,393,,#2,StatTrak,,,21,,26,29,-79.92007374,40.47537361,Highland Park,7,11,42003110200,2,11,5,9-Mar
467,799096979,262,1169829155,9/4/2020,9/11/2020,79,,#5,StatTrak,25,,15,,18,21,-79.94695283,40.46512943,Bloomfield,7,8,42003080900,2,8,5,6-Mar
468,450517570,263,922974279,8/28/2020,9/8/2020,493,,#4,StatTrak,,,23,,27,29,-80.00827709,40.38761838,Brookline,4,32,42003191800,5,32,6,25-Apr
469,111651765,264,2131302388,9/16/2020,9/24/2020,1713,,#1,StatTrak,,,25,,31,34,-79.94659232,40.46458393,Bloomfield,7,8,42003080900,2,8,5,6-Mar
470,950865722,265,1160607646,9/16/2020,9/24/2020,77,,#2,StatTrak,,,16,,21,25,-79.94889466,40.46544568,Bloomfield,7,9,42003090300,2,9,5,6-Mar
471,1322907977,266,2037369760,9/29/2020,10/7/2020,450,,#4,StatTrak,25,66,32,84,38,43,-79.96181268,40.45666994,Polish Hill,7,6,42003060500,3,6,2,24-Feb
472,1148857711,267,866628456,9/29/2020,10/7/2020,403,,#5,StatTrak,25,53,27,58,33,36,-79.95823663,40.45833334,Upper Hill,6,5,42003060500,3,5,2,24-Feb
473,1747903211,268,1990052827,9/29/2020,10/8/2020,434,,#3,StatTrak,,,21,,26,29,-79.98463267,40.39480996,Carrick,4,29,42003290200,3,29,3,12-Apr
474,1271744444,269,903509181,9/24/2020,10/2/2020,58,,#6,StatTrak,,,17,,22,27,-79.92284404,40.46883801,East Liberty,9,11,42003111300,2,11,5,8-Mar
475,129759562,270,1173026235,7/15/2020,7/23/2020,630,,,StatTrak,,,20,,23,25,-79.91890991,40.47721007,Highland Park,7,11,42003110200,2,11,5,9-Mar
476,428626891,271,599138140,7/15/2020,7/23/2020,765,,,StatTrak,,,21,,25,30,-79.91879726,40.4771611,Highland Park,7,11,42003110200,2,11,5,9-Mar
477,49936170,272,217811209,7/6/2020,7/15/2020,447,,,StatTrak,,,24,,29,33,-79.98265596,40.38844253,Carrick,4,29,42003290400,3,29,3,15-Apr
478,356579717,273,371928739,7/15/2020,7/23/2020,240,,,StatTrak,,,19,,24,27,-79.98024734,40.39179289,Carrick,4,29,42003290400,3,29,3,15-Apr
479,1197544687,274,876907650,7/6/2020,7/14/2020,421,,,StatTrak,,,21,,26,30,-79.9217699,40.47252006,Highland Park,7,11,42003110200,2,11,5,9-Mar
480,756230800,275,1042493214,7/15/2020,7/23/2020,1577,,,StatTrak,,,23,,29,33,-80.00243993,40.42175003,Beltzhoover,3,18,42003562400,5,18,3,5-Apr
481,550216999,276,860508874,7/6/2020,7/15/2020,79,,,StatTrak,,,20,,25,29,-79.92197383,40.47025672,Highland Park,7,11,42003110200,2,11,5,9-Mar
482,1485225020,277,932056673,7/6/2020,7/15/2020,410,,,StatTrak,,,22,,27,31,-79.92325325,40.47211761,Highland Park,7,11,42003110200,2,11,5,9-Mar
483,518712801,278,1302109006,7/27/2020,8/4/2020,338,,,StatTrak,,,17,,21,25,-79.94591523,40.46490639,Bloomfield,7,8,42003080900,2,8,5,6-Mar
484,255361105,279,39803703,7/27/2020,8/4/2020,439,,,StatTrak,,,20,,25,31,-79.93416179,40.46259636,Friendship,9,8,42003080700,2,8,5,23-Mar
485,967589290,280,2015844570,7/27/2020,8/4/2020,377,,,StatTrak,,,19,,24,28.2,-79.93953694,40.46372282,Bloomfield,7,8,42003080900,2,8,5,23-Mar
486,1488834790,281,1844845892,7/27/2020,8/4/2020,305,,,StatTrak,,,24,,29,32,-79.90525948,40.44609087,Point Breeze,9,14,42003140600,3,14,4,14-Mar
487,995942627,282,1710930717,7/27/2020,8/4/2020,4732,,,StatTrak,,,32,,37,40,-79.91870003,40.46439187,East Liberty,9,11,42003111500,2,11,5,10-Mar
488,54863761,283,125626905,7/27/2020,8/4/2020,5804,,,StatTrak,,,33,,38,41,-79.91824673,40.46446534,Larimer,9,12,42003120800,2,12,5,10-Mar
489,1772898101,284,1809645121,8/6/2020,8/14/2020,3117,,,StatTrak,,,35,,41,45,-80.03547017,40.46880982,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan
490,768305302,285,1819743631,8/6/2020,8/14/2020,2679,,,StatTrak,,,35,,41,45,-80.03866736,40.4741476,Brighton Heights,1,27,42003270300,1,27,1,14-Jan
491,448047523,286,1528757788,8/7/2020,8/14/2020,5259,,,StatTrak,,,37,,43,48,-80.02850145,40.46115005,California-Kirkbride,6,21,42003210700,1,21,1,9-Jan
492,1142659093,287,1490013197,8/6/2020,8/6/2020,8112,,,StatTrak,,,30,,35,39,-79.95666167,40.44954575,North Oakland,8,4,42003562000,3,4,4,23-Feb
493,1131354794,288,1831132941,8/7/2020,8/14/2020,579,,,StatTrak,,,28,,33,37,-80.00918142,40.40218727,Brookline,4,19,42003191700,5,19,6,26-Apr
494,1507531891,289,1274441265,8/7/2020,8/14/2020,8429,,,StatTrak,,,35,,41,45,-80.02766265,40.46441817,Marshall-Shadeland,1,27,42003270400,1,27,1,9-Jan
495,1193077063,290,185718524,8/28/2020,9/8/2020,567,,,StatTrak,,,23,,27,30,-80.01293626,40.3897406,Brookline,4,19,42003191800,5,19,6,26-Apr
496,1290494208,291,336694800,8/28/2020,9/8/2020,277,,#6,StatTrak,,,26,,31,34,-80.02245273,40.38884988,Brookline,4,19,42003191800,5,19,6,26-Apr
497,1210892177,292,1907761525,9/15/2020,9/23/2020,2770,,,StatTrak,,,38,,43,46,-80.01360379,40.48786252,Perry North,1,26,42003260700,1,26,1,15-Jan
498,1031619422,293,2039426244,9/15/2020,9/23/2020,177,,,StatTrak,,,21,,28,33,-80.01430335,40.48696945,Perry North,1,26,42003260700,1,26,1,15-Jan
499,785478146,294,803211323,9/15/2020,9/23/2020,1226,,,StatTrak,,,29,,34,37,-79.98822297,40.473502,Spring Garden,1,26,42003241200,1,26,1,11-Jan
500,1447326289,295,111179609,9/15/2020,9/23/2020,945,,,StatTrak,,,23,,29,32,-80.027661,40.47003801,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan
501,1238476148,296,1524260833,2/14/2020,2/22/2020,6446,,,StatTrak,,,31,,36,40,-79.89349606,40.45567614,Homewood South,9,13,42003130300,2,13,5,17-Mar
529,427254216,297,1574024593,2/14/2020,2/22/2020,5357,,,StatTrak,,,29,,35,39,-79.89286851,40.45656534,Homewood South,9,13,42003130300,2,13,5,17-Mar
530,1624280389,298,1681154440,2/14/2020,2/22/2020,3819,,,StatTrak,,,24,,29,32,-79.89475251,40.45396124,Homewood South,9,13,42003130300,2,13,5,17-Mar
531,318972132,299,1479047291,2/14/2020,2/22/2020,2253,,,StatTrak,,,29,,34,38,-79.89380242,40.45474616,Homewood South,9,13,42003130300,2,13,5,17-Mar
532,1282562954,300,741491457,2/14/2020,2/22/2020,7277,,,StatTrak,,,32,,37,41,-79.89111527,40.45286614,Homewood South,9,13,42003130400,2,13,5,17-Mar
533,1102956184,301,1734336793,2/14/2020,2/22/2020,2651,,,StatTrak,,,30,,36,39,-79.89774569,40.45444177,Homewood South,9,13,42003130300,2,13,5,17-Mar
534,806927494,302,968047295,11/14/2019,12/2/2019,317,,,StatTrak,,,22,,27,30,-79.91792948,40.47080132,Highland Park,7,11,42003110600,2,11,5,9-Mar
535,1215979940,303,310322564,11/22/2019,12/2/2019,4016,,,StatTrak,,,33,,37,40,-79.93759535,40.48126172,Stanton Heights,9,10,42003100500,2,10,5,7-Mar
536,699716104,304,1070642071,,,10001,,,StatTrak,,,27,,32,35,-79.9212985,40.44382105,Squirrel Hill North,8,14,42003140300,3,14,4,18-Feb
537,72946739,305,2017245451,10/6/2020,,,,6,StatTrak,,,,,,,-79.95927762,40.46754854,Central Lawrenceville,7,9,42003090200,2,9,2,3-Mar
538,749666891,306,734320697,9/29/2020,10/8/2020,7119,,2,StatTrak,,,29,,34,37,-79.99445701,40.41411303,Knoxville,3,30,42003300100,5,30,3,7-Apr
539,33843989,307,1371902444,9/29/2020,10/8/2020,263,,1,StatTrak,,,23,,28,31,-80.04074993,40.44259004,Elliott,2,20,42003562600,5,20,6,17-Jan
562,723046862,308,866451140,10/14/2020,10/22/2020,799,,3,StatTrak,,,20,,28,32,-79.92441255,40.43681766,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb
595,1747387604,309,1970095666,10/8/2020,10/17/2020,1061,,5,StatTrak,25,61,25,48,30,33,-80.02849077,40.47274658,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan
596,1378444744,310,1663677069,10/6/2020,10/14/2020,900,,6,StatTrak,25,49,22,27,28,32,-79.95850965,40.46683292,Central Lawrenceville,7,9,42003090200,2,9,2,3-Mar
628,410602600,311,1431627012,10/27/2020,11/4/2020,608,,2,StatTrak,25,,21,9,24,27,-80.02464896,40.45228501,Manchester,6,21,42003210700,1,21,1,8-Jan
629,401135888,312,1645819786,10/27/2020,11/4/2020,3190,,3,StatTrak,25,,27,59,32,36,-80.01674181,40.45370554,Central Northside,1,22,42003220600,1,22,1,7-Jan
630,763158204,313,283499688,10/27/2020,11/4/2020,3913,,5,StatTrak,25,93,33,95,37,40,-79.99323602,40.40280999,Carrick,4,29,42003290100,3,29,3,23-Apr
631,1177739956,314,244677539,10/27/2020,11/4/2020,525,,6,StatTrak,25,47,23,31,29,33,-80.02234,40.49200899,Perry North,1,26,42003260200,1,26,1,15-Jan
632,2034185540,316,190985760,10/17/2020,10/27/2020,6291,,4,StatTrak,25,70,30,81,35,38,-79.9795506,40.42154758,South Side Slopes,3,17,42003170600,3,17,3,3-Apr
661,1105202061,317,873441779,11/4/2020,11/13/2020,560,,1,StatTrak,,,17,,20,24,-80.02719102,40.45764707,Manchester,6,21,42003210700,1,21,1,8-Jan
662,1195234534,318,1130428778,11/5/2020,11/13/2020,4182,,3,StatTrak,,,32,,36,39,-80.01561595,40.47287536,Perry South,6,26,42003261500,1,26,1,23-Jan
663,767387264,319,2134404796,11/5/2020,11/13/2020,3824,,2,StatTrak,,,29,,35,39,-80.01958026,40.45922375,California-Kirkbride,6,25,42003250700,1,25,1,9-Jan
694,2118942201,320,571016153,11/5/2020,11/13/2020,3091,,6,StatTrak,25,58,28,70,32,35,-79.94670324,40.45108406,Shadyside,8,7,42003070900,2,7,4,9-Feb
695,2068404339,321,535664332,11/5/2020,11/13/2020,10113,,5,StatTrak,25,64,29,79,33,36,-79.93737586,40.4539823,Shadyside,8,7,42003070900,2,7,4,22-Mar
696,588990751,322,1277360834,11/5/2020,11/13/2020,2265,,4,StatTrak,25,59,24,40,29,34,-79.91167091,40.46279869,Larimer,9,12,42003120400,2,12,5,12-Mar
697,1703344824,323,61593219,11/20/2020,11/30/2020,577,,1,StatTrak,25,,26,54,32,35,-79.93077047,40.42171014,Greenfield,5,15,42003151700,3,15,4,12-Feb
698,49750232,324,887132706,11/20/2020,11/30/2020,,,2,StatTrak,25,,26,57,31,34,-79.93428685,40.41961507,Hazelwood,5,15,42003562900,3,15,4,12-Feb
699,230934835,325,40065525,11/20/2020,11/30/2020,2183,,3,StatTrak,25,,32,93,37,40,-79.92471136,40.41471407,Hazelwood,5,15,42003562300,3,15,4,12-Feb
727,938946316,326,224998963,11/19/2020,12/2/2020,63,,4,StatTrak,25,,21,22,27,31,-79.99731197,40.46439502,Spring Hill-City View,1,24,42003262000,1,24,1,24-Jan
728,713909736,327,766860178,11/19/2020,12/2/2020,419,,5,StatTrak,25,,25,47,30,34,-80.00928535,40.46520311,Fineview,6,26,42003261400,1,26,1,10-Jan
729,70878715,328,248864678,11/19/2020,12/2/2020,2697,,6,StatTrak,,,29,82,34,37,-80.03755298,40.48450199,Brighton Heights,1,27,42003270100,1,27,1,14-Jan
730,614417587,329,1406278027,12/3/2020,12/11/2020,115,,1,StatTrak,25,,18,3,22,24,-79.98109634,40.4310019,South Side Flats,3,17,42003170200,3,17,3,24-Apr
731,2065174971,330,2006513535,12/4/2020,12/14/2020,6641,,3,StatTrak,25,,36,97,42,47,-80.02850078,40.45468025,Manchester,6,21,42003210700,1,21,1,8-Jan
732,1004625028,331,640242903,12/4/2020,12/14/2020,693,,4,StatTrak,25,,22,15,26,28,-80.01142902,40.48533317,Perry North,1,26,42003260700,1,26,1,15-Jan
733,667038165,332,1235035075,12/4/2020,12/14/2020,2718,,5,StatTrak,25,,33,94,38,42,-80.01248003,40.488466,Perry North,1,26,42003260200,1,26,1,15-Jan
734,786591987,333,2138413979,12/4/2020,12/14/2020,6191,,6,StatTrak,35,,43,91,50,55,-80.01126197,40.49159501,Perry North,1,26,42003260200,1,26,1,15-Jan
760,592949364,334,1764428554,12/15/2020,12/23/2020,195,,2,StatTrak,25,51,20,19,27,33,-79.89405799,40.46385703,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar
761,1469659733,335,1095139650,12/15/2020,12/23/2020,2737,,1,StatTrak,25,68,31,82,35,38,-79.91322128,40.4269095,Squirrel Hill South,5,14,42003141400,3,14,4,20-Feb
762,2147460777,336,67646009,12/16/2020,12/23/2020,666,,4,StatTrak,25,44,24,39,29,31,-79.92099399,40.38795361,New Homestead,5,31,42003310300,3,31,4,20-Apr
763,1844854594,337,37034468,12/15/2020,12/23/2020,126,,3,StatTrak,25,46,20,14,25,30,-79.915459,40.37251402,Lincoln Place,5,31,42003310200,3,31,4,20-Apr
764,621691967,338,1599660994,12/15/2020,12/23/2020,6417,,6,StatTrak,25,71,26,50,30,33,-79.98746298,40.38457499,Carrick,4,29,42003290400,3,29,3,23-Apr
793,1564003903,339,645659849,1/8/2021,1/16/2021,816,,4,StatTrak,25,64,23,28,28,31,-80.02622501,40.47477001,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan
794,179318306,340,1151539482,1/8/2021,1/16/2021,109,,5,StatTrak,25,46,23,29,29,32,-80.02653615,40.47419055,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan
795,425649408,341,6129295,1/8/2021,1/16/2021,5843,,6,StatTrak,25,79,28,73,33,38,-80.01639999,40.45874402,California-Kirkbride,6,25,42003250700,1,25,1,21-Jan
826,1817567735,342,87863528,1/8/2021,1/20/2021,5218,,1,StatTrak,25,,26,54,31,34,-79.93615283,40.45157485,Shadyside,8,7,42003070300,2,7,4,22-Mar
827,1923682482,343,1076917557,1/8/2021,1/20/2021,9022,,2,StatTrak,25,,30,85,34,37,-79.93741279,40.45406691,Shadyside,8,7,42003070900,2,7,4,22-Mar
828,779473088,344,506869136,1/8/2021,1/16/2021,,,3,StatTrak,,,,,,,-79.92921649,40.46940851,East Liberty,9,11,42003111300,2,11,5,4-Mar
859,606875725,345,635306010,1/21/2021,,,,1,StatTrak,25,,,,,,-79.95312895,40.43896209,Central Oakland,3,4,42003040500,3,4,4,11-Feb
860,1111892992,346,2049624150,1/21/2021,1/29/2021,7148,,2,StatTrak,25,,23,30,28,31,-79.95567906,40.43647049,Central Oakland,3,4,42003040500,3,4,4,11-Feb
861,1192944420,347,1098903159,1/24/2021,2/1/2021,4044,,4,StatTrak,25,87,30,82,34,38,-79.98028983,40.41784591,South Side Slopes,3,17,42003170600,3,17,3,22-Apr
862,308210711,348,1122068978,1/24/2021,2/1/2021,2065,,5,StatTrak,25,66,25,49,32,36,-79.97241017,40.417547,South Side Slopes,3,16,42003160800,3,16,3,22-Apr
863,1934819285,349,1424302140,1/24/2021,2/1/2021,3116,,6,StatTrak,25,67,31,84,36,40,-79.96401997,40.42017301,South Side Slopes,3,16,42003160800,3,16,3,22-Apr
892,853507387,350,1135201370,1/22/2021,1/30/2021,2171,,3,StatTrak,30,,32,,38,43,-80.0404424,40.47809797,Brighton Heights,1,27,42003270300,1,27,1,14-Jan
893,1864843360,351,1306423661,2/2/2021,2/12/2021,4821,,2,StatTrak,,,,75,33,36,-79.919198,40.43085803,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb
894,1304722150,352,921103195,2/2/2021,2/12/2021,4042,,3,StatTrak,25,,28,74,33,36,-79.92331787,40.42632537,Squirrel Hill South,5,14,42003141400,3,14,4,21-Feb
895,56799300,353,268781922,2/2/2021,2/12/2021,5649,,1,StatTrak,,,28,69,32,35,-79.91879315,40.43409469,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb
896,702788420,354,342001643,2/4/2021,2/12/2021,4120,,4,StatTrak,25,,26,56,31,35,-79.92251329,40.45732249,Shadyside,8,7,42003070800,2,7,4,11-Mar
897,1042370979,355,310905035,2/4/2021,2/12/2021,7117,,5,StatTrak,25,,32,89,37,40,-79.92106574,40.44621903,Point Breeze,8,14,42003140400,3,14,4,17-Feb
898,721409644,356,1474777154,2/4/2021,2/12/2021,7802,,6,StatTrak,25,,29,76,33,37,-79.91975782,40.44084469,Squirrel Hill North,8,14,42003140300,3,14,4,18-Feb
925,406919888,357,,,,,,,,,,,,,,-80.00153,40.41995928,Beltzhoover,3,18,42003562400,5,18,3,16-Apr
926,836551162,358,,,,,,,,,,,,,,-80.06155631,40.44737238,,,28,42003464300,5,28,,16-Jan
927,655822402,359,,,,,,,,,,,,,,-80.06387162,40.44929333,Sheraden,2,20,42003202200,5,20,6,16-Jan
928,904759944,360,,,,,,,,,,,,,,-80.06661589,40.42370894,Oakwood,2,28,42003562800,5,28,6,19-Jan
929,816314407,361,,,,,,,,,,,,,,-80.05216029,40.43617598,Westwood,2,28,42003563100,5,28,6,18-Jan
958,929455212,362,,,,,,,,,,,,,,-80.035543,40.40833998,Banksville,2,20,42003202300,5,20,6,9-Apr
959,1199749411,363,,,,,,,,,,,,,,-80.01747791,40.48864348,Perry North,1,26,42003260200,1,26,1,15-Jan
960,6941614,364,,,,,,,,,,,,,,-80.01614208,40.48627122,Perry North,1,26,42003260200,1,26,1,15-Jan
961,641233999,365,,,,,,,,,,,,,,-80.01308076,40.48036043,Perry North,1,26,42003980400,1,26,1,15-Jan
962,1720372548,366,,,,,,,,,,,,,,-80.01214207,40.47732154,Perry North,1,26,42003260700,1,26,1,23-Jan
963,927954449,367,,,,,,,,,,,,,,-80.00936934,40.47165704,Perry South,6,26,42003261500,1,26,1,23-Jan
964,1666177048,368,,,,,,,,,,,,,,-80.0131246,40.43422538,Mount Washington,2,19,42003190300,5,19,3,1-Apr
991,1224179419,369,1109192446,3/12/2021,3/22/2021,793,,1,StatTrak,25,56,25,49,31,34,-80.01839397,40.46885302,Perry South,6,26,42003261500,1,26,1,12-Jan
992,1525753837,370,1214724225,3/12/2021,3/22/2021,157,,2,StatTrak,25,31,18,2,22,24,-80.0107899,40.46497006,Perry South,6,25,42003261400,1,25,1,10-Jan
1024,940895432,371,,,,,,,,,,,,,,-80.01325401,40.43347101,Mount Washington,2,19,42003190300,5,19,3,1-Apr
1025,324950885,372,,,,,,,,,,,,,,-80.01346591,40.43239304,Mount Washington,2,19,42003190300,5,19,3,1-Apr
1026,1208878284,373,,,,,,,,,,,,,,-80.0136188,40.43101085,Mount Washington,2,19,42003190300,5,19,3,1-Apr
1057,1335069399,374,540091931,3/24/2021,4/1/2021,2320,,1,StatTrak,,56,26,58,30,33,-79.92633385,40.4873215,Morningside,7,10,42003101400,2,10,5,7-Mar
1058,647944396,375,1963389764,3/24/2021,4/1/2021,462,,2,StatTrak,,42,21,12,25,28,-79.92517128,40.48584856,Morningside,7,10,42003101400,2,10,5,7-Mar
1059,682438710,376,1777671555,3/24/2021,4/1/2021,2170,,3,StatTrak,,66,25,46,30,33,-79.92517061,40.48705928,Morningside,7,10,42003101400,2,10,5,7-Mar
1060,2070723283,377,1671464686,3/24/2021,4/1/2021,3885,,4,StatTrak,,65,32,92,37,40,-79.923427,40.48774467,Morningside,7,10,42003101400,2,10,5,7-Mar
1061,490978388,378,149938512,3/24/2021,4/1/2021,396,,5,StatTrak,15,48,25,50,30,33,-79.93950986,40.40419507,Hazelwood,5,15,42003562300,3,15,4,13-Feb
1062,729640239,379,,,,,,,,,,,,,,-79.93891542,40.40403823,Hazelwood,5,15,42003562300,3,15,4,13-Feb
1090,552643712,380,122880372,4/5/2021,4/14/2021,1352,,1,StatTrak,,48,26,55,31,34,-80.05547894,40.45365757,Sheraden,2,20,42003202200,5,20,6,16-Jan
1091,7634720,381,1512624332,4/5/2021,4/14/2021,2571,,2,StatTrak,,51,28,78,32,34,-80.06976556,40.4584772,Chartiers City,2,20,42003563000,5,20,6,16-Jan
1092,1759296050,382,461558164,4/5/2021,4/14/2021,1368,,3,StatTrak,,67,26,51,30,34,-80.02410933,40.45839718,Manchester,6,21,42003210700,1,21,1,8-Jan
1093,1590127600,383,924914303,4/5/2021,4/14/2021,222,,4,StatTrak,25,59,20,18,27,30,-80.02647261,40.45688048,Manchester,6,21,42003210700,1,21,1,8-Jan
1094,1873460113,384,77483144,4/5/2021,4/14/2021,550,,5,StatTrak,25,49,24,39,29,32,-80.02375201,40.4545818,Manchester,6,21,42003210700,1,21,1,8-Jan
1095,730252976,385,,,,,,,,,,,,,,-80.01738981,40.45564717,Central Northside,1,22,42003220600,1,22,1,9-Jan
1123,629581327,386,1850837930,4/15/2021,4/23/2021,4278,,1,StatTrak,25,58,30,87,35,38,-79.92128895,40.43510017,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb
1124,572121094,387,111314139,4/15/2021,4/23/2021,3891,,2,StatTrak,25,56,24,38,29,32,-79.92767797,40.43334851,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb
1125,1131825798,388,1554633502,4/15/2021,4/23/2021,1470,,3,StatTrak,25,52,26,53,30,33,-79.92737622,40.43056167,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb
1126,1607615396,389,842389384,4/15/2021,4/23/2021,5422,,4,StatTrak,25,68,34,97,39,42,-79.93164496,40.4335445,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb
1127,1972575753,390,2036218181,4/15/2021,4/23/2021,709,,5,StatTrak,25,67,25,46,29,32,-79.92879377,40.43554114,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb
